Semana,ARARANGUÁ,BALNEÁRIO ARROIO DO SILVA,BALNEÁRIO GAIVOTA,ERMO,JACINTO MACHADO,MARACAJÁ,MELEIRO,PASSO DE TORRES,PRAIA GRANDE,SANTA ROSA DO SUL,SOMBRIO,SÃO JOÃO DO SUL,TURVO,ABELARDO LUZ,BOM JESUS,CAMPO ERÊ,CORONEL MARTINS,ENTRE RIOS,FAXINAL DOS GUEDES,GALVÃO,IPUAÇU,JUPIÁ,LAJEADO GRANDE,MAREMA,NOVO HORIZONTE,OURO VERDE,PASSOS MAIA,PONTE SERRADA,SÃO BERNARDINO,SÃO DOMINGOS,SÃO LOURENÇO DO OESTE,VARGEÃO,XANXERÊ,XAXIM,ARROIO TRINTA,CAÇADOR,CURITIBANOS,FRAIBURGO,IBIAM,IOMERÊ,LEBON RÉGIS,MACIEIRA,PINHEIRO PRETO,PONTE ALTA DO NORTE,RIO DAS ANTAS,SALTO VELOSO,SANTA CECÍLIA,SÃO CRISTOVÃO DO SUL,TANGARÁ,TIMBÓ GRANDE,VIDEIRA,ARMAZÉM,BRAÇO DO NORTE,CAPIVARI DE BAIXO,GRAVATAL,GRÃO PARÁ,IMARUÍ,IMBITUBA,JAGUARUNA,LAGUNA,PEDRAS GRANDES,PESCARIA BRAVA,RIO FORTUNA,SANGÃO,SANTA ROSA DE LIMA,SÃO LUDGERO,SÃO MARTINHO,TREZE DE MAIO,TUBARÃO,ANCHIETA,BANDEIRANTE,BARRA BONITA,BELMONTE,BOM JESUS DO OESTE,DESCANSO,DIONÍSIO CERQUEIRA,FLOR DO SERTÃO,GUARACIABA,GUARUJÁ DO SUL,IPORÃ DO OESTE,IRACEMINHA,ITAPIRANGA,MARAVILHA,MODELO,MONDAÍ,PALMA SOLA,PARAÍSO,PRINCESA,ROMELÂNDIA,SALTINHO,SANTA HELENA,SANTA TEREZINHA DO PROGRESSO,SAUDADES,SÃO JOSÉ DO CEDRO,SÃO JOÃO DO OESTE,SÃO MIGUEL DA BOA VISTA,SÃO MIGUEL DO OESTE,TIGRINHOS,TUNÁPOLIS,AGROLÂNDIA,AGRONÔMICA,ATALANTA,AURORA,BRAÇO DO TROMBUDO,DONA EMMA,IBIRAMA,IMBUIA,ITUPORANGA,JOSÉ BOITEUX,LAURENTINO,LONTRAS,MIRIM DOCE,PETROLÂNDIA,POUSO REDONDO,PRESIDENTE GETÚLIO,RIO DO CAMPO,RIO DO OESTE,RIO DO SUL,SALETE,SANTA TEREZINHA,TAIÓ,TROMBUDO CENTRAL,VIDAL RAMOS,VITOR MEIRELES,ALFREDO WAGNER,ANGELINA,ANITÁPOLIS,ANTÔNIO CARLOS,BIGUAÇU,CANELINHA,FLORIANÓPOLIS,GAROPABA,GOVERNADOR CELSO RAMOS,MAJOR GERCINO,NOVA TRENTO,PALHOÇA,PAULO LOPES,SANTO AMARO DA IMPERATRIZ,SÃO JOSÉ,SÃO JOÃO BATISTA,SÃO PEDRO DE ALCÂNTARA,TIJUCAS,ÁGUAS MORNAS,BELA VISTA DO TOLDO,CAMPO ALEGRE,CANOINHAS,IRINEÓPOLIS,ITAIÓPOLIS,MAFRA,MAJOR VIEIRA,MONTE CASTELO,PAPANDUVA,PORTO UNIÃO,RIO NEGRINHO,SÃO BENTO DO SUL,TRÊS BARRAS,ANITA GARIBALDI,BOM RETIRO,CORREIA PINTO,LAGES,OTACÍLIO COSTA,ABDON BATISTA,BRUNÓPOLIS,CAMPOS NOVOS,CAPINZAL,CATANDUVAS,CELSO RAMOS,ERVAL VELHO,HERVAL D`OESTE,IBICARÉ,JABORÁ,JOAÇABA,LACERDÓPOLIS,LUZERNA,MONTE CARLO,OURO,TREZE TÍLIAS,VARGEM,VARGEM BONITA,ZORTÉA,ÁGUA DOCE,BARRA VELHA,CORUPÁ,GUARAMIRIM,JARAGUÁ DO SUL,MASSARANDUBA,SCHROEDER,SÃO JOÃO DO ITAPERIÚ,BALNEÁRIO RINCÃO,COCAL DO SUL,CRICIÚMA,FORQUILHINHA,IÇARA,LAURO MULLER,MORRO DA FUMAÇA,ORLEANS,SIDERÓPOLIS,ARAQUARI,BALNEÁRIO BARRA DO SUL,GARUVA,ITAPOÁ,JOINVILLE,SÃO FRANCISCO DO SUL,BALNEÁRIO CAMBORIÚ,BALNEÁRIO PIÇARRAS,BOMBINHAS,CAMBORIÚ,ILHOTA,ITAJAÍ,ITAPEMA,LUIZ ALVES,NAVEGANTES,PENHA,PORTO BELO,ALTO BELA VISTA,ARABUTÃ,CONCÓRDIA,IPIRA,IPUMIRIM,IRANI,ITÁ,LINDÓIA DO SUL,PERITIBA,PIRATUBA,PRESIDENTE CASTELO BRANCO,SEARA,XAVANTINA,ARVOREDO,CAIBI,CAXAMBU DO SUL,CHAPECÓ,CORDILHEIRA ALTA,CORONEL FREITAS,CUNHA PORÃ,CUNHATAÍ,FORMOSA DO SUL,GUATAMBÚ,IRATI,JARDINÓPOLIS,NOVA ERECHIM,NOVA ITABERABA,PAIAL,PALMITOS,PINHALZINHO,PLANALTO ALEGRE,QUILOMBO,RIQUEZA,SANTIAGO DO SUL,SERRA ALTA,SUL BRASIL,SÃO CARLOS,UNIÃO DO OESTE,ÁGUAS DE CHAPECÓ,ÁGUAS FRIAS,APIÚNA,ASCURRA,BENEDITO NOVO,BLUMENAU,BOTUVERÁ,BRUSQUE,DOUTOR PEDRINHO,GASPAR,GUABIRUBA,INDAIAL,POMERODE,RIO DOS CEDROS,RODEIO,TIMBÓ,semana
2025-07-27,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,19,0,2,0,1,20,0,2,13,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,5,0,0,0,0,0,0,0,1,0,3,4,0,20,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,7,70,10,3,5,5,10,2,0,28,0,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,19,2,2,0,10,4,4,0,1,0,1,2025-07-27
2025-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,4,0,0,19,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5,2,47,2,1,0,4,4,3,2,10,0,5,3,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,8,0,1,0,0,0,0,5,0,0,1,0,14,1,1,0,2,5,4,1,0,0,2,2025-08-03
2025-08-10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,34,2,1,0,0,18,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,4,5,4,15,0,1,0,0,1,0,0,1,0,0,0,0,8,0,1,3,67,4,1,3,0,4,1,0,15,0,4,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,1,0,3,0,0,0,1,0,11,0,1,0,0,2025-08-10
2025-08-17,0,5,6,0,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,26,2,0,0,0,20,0,2,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,2,5,5,5,21,0,1,0,0,0,0,0,1,0,0,0,0,5,0,3,1,91,6,1,1,0,3,1,0,9,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,2,2,0,0,3,0,2,0,2,0,0,0,2,0,10,1,1,0,1,2025-08-17
2025-08-24,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,0,1,0,1,27,0,0,9,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4,1,3,24,0,0,0,0,0,0,0,1,0,0,0,0,10,0,3,5,93,2,5,8,1,5,3,0,9,1,0,0,6,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,1,1,6,0,0,0,0,0,0,3,0,2,0,11,1,7,1,0,0,0,2025-08-24
2025-08-31,0,0,9,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,9,1,0,5,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,10,0,2,0,1,35,0,4,13,1,0,7,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,0,7,5,5,28,0,3,1,0,0,1,0,2,0,0,0,0,10,0,0,10,177,5,0,1,2,1,0,2,7,1,4,3,5,2,2,3,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,1,0,1,1,7,0,0,2,2,1,0,3,1,0,12,0,22,0,16,0,7,1,8,4,0,0,2,2025-08-31
2025-09-07,1,0,12,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,5,0,6,0,0,0,1,0,0,1,0,0,0,0,2,2,0,0,0,0,2,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,2,0,0,1,0,0,3,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,0,1,0,1,28,0,2,10,3,0,1,0,0,0,0,4,0,0,0,2,2,5,0,1,0,0,0,0,0,0,0,0,3,6,0,0,1,4,0,0,11,0,0,0,0,1,0,0,1,4,5,3,2,15,0,0,0,0,0,0,0,2,0,0,0,0,16,0,2,13,108,5,23,8,4,5,2,1,9,0,17,1,3,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,3,1,0,0,1,1,0,0,0,1,0,0,18,0,0,1,3,1,0,0,1,0,1,0,14,0,8,0,7,1,15,1,0,0,2,2025-09-07
2025-09-14,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,2,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,3,0,0,0,0,2,3,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,4,0,0,24,0,4,12,1,0,2,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,5,2,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,1,4,2,18,0,0,0,0,0,2,1,3,0,0,0,0,6,1,5,4,146,4,0,2,3,4,1,1,5,0,5,2,5,0,1,5,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,3,1,1,0,0,0,3,2,0,11,0,2,1,0,4,0,0,0,0,5,0,80,0,7,0,5,2,13,0,0,0,1,2025-09-14
2025-09-21,0,0,0,0,0,0,0,2,0,0,11,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,1,2,0,0,0,0,0,2,3,2,0,0,0,1,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,17,0,6,0,2,29,2,4,25,4,0,0,0,0,0,1,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,2,0,0,4,0,0,0,0,0,2,0,0,6,3,5,8,25,0,0,0,0,0,1,0,3,0,0,2,0,19,0,3,12,210,9,23,11,4,11,0,0,8,0,1,4,7,0,0,3,1,2,0,2,0,1,0,1,1,0,0,2,0,1,1,3,1,0,0,0,0,0,3,0,0,1,0,0,6,0,1,3,0,0,0,1,2,0,5,0,13,0,5,0,5,0,13,0,0,0,6,2025-09-21
2025-09-28,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,4,0,2,25,0,1,13,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,2,1,0,0,1,0,0,0,0,1,10,5,1,54,0,1,0,0,0,2,0,0,0,0,0,0,9,1,8,3,181,8,2,11,2,4,2,0,7,0,2,2,10,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,3,0,3,1,2,1,2,3,0,2,0,0,2,0,217,0,4,0,9,0,10,0,1,0,4,2025-09-28
2025-10-05,1,0,0,0,0,0,0,1,0,1,4,0,0,2,0,2,0,0,0,3,0,1,0,1,0,0,0,1,1,2,2,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,3,2,0,3,1,3,3,2,1,1,0,0,2,2,1,3,3,0,1,0,1,0,2,0,3,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,3,3,15,0,2,0,2,41,0,2,29,0,0,2,0,0,0,0,2,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,5,6,0,0,1,3,0,0,3,0,0,0,0,2,1,0,1,3,16,3,2,50,0,1,0,0,0,0,0,1,0,0,1,0,32,1,8,16,290,11,35,20,6,9,3,4,17,0,4,9,7,0,0,10,0,0,0,0,0,0,0,1,1,1,0,3,1,6,3,0,6,0,1,0,1,0,0,2,0,2,3,0,7,3,1,0,2,2,1,0,2,0,5,0,29,1,16,0,13,0,28,5,0,2,8,2025-10-05
2025-10-12,3,0,0,0,0,0,0,2,0,0,9,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,2,4,0,0,0,0,0,1,0,2,0,2,2,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,25,3,3,0,2,38,0,1,25,11,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,7,0,8,0,1,0,0,0,0,1,12,6,5,34,2,1,0,0,0,1,0,1,0,0,0,0,14,1,4,13,262,8,1,11,5,4,3,4,16,0,5,9,5,3,0,4,0,2,0,0,0,1,0,0,1,0,0,2,1,3,1,1,0,0,1,0,0,0,0,0,0,6,1,0,20,1,0,0,3,4,0,0,0,0,12,1,225,0,5,0,7,3,18,3,0,4,5,2025-10-12
2025-10-19,0,0,0,0,0,0,0,1,0,0,9,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,6,1,2,0,1,0,3,0,0,1,2,1,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,9,2,1,0,1,32,0,1,20,4,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,6,0,0,1,4,0,0,3,0,11,0,0,2,0,0,0,1,9,2,6,25,0,1,1,0,0,0,0,1,0,0,0,0,22,0,0,8,206,7,40,8,9,7,1,0,11,0,0,6,3,0,0,3,0,1,0,1,0,0,1,0,2,0,0,4,0,4,0,1,3,2,0,0,0,0,0,0,0,3,2,0,4,0,2,1,1,3,0,0,1,0,4,1,34,0,3,0,12,6,9,0,0,1,7,2025-10-19
2025-10-26,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,2,1,4,0,0,0,0,0,2,1,2,0,2,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,2,2,7,1,6,0,0,25,0,1,10,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,0,1,1,4,0,1,6,1,5,0,0,0,0,0,1,0,8,9,5,45,0,1,0,0,0,0,0,1,0,0,0,0,18,0,0,8,327,5,4,8,5,7,2,2,15,1,7,8,5,0,0,5,0,0,0,0,0,0,0,0,4,0,0,2,1,3,0,0,0,0,1,0,0,1,1,0,0,0,1,0,5,2,2,0,0,6,1,0,0,0,7,0,44,0,7,0,14,4,7,2,0,0,14,2025-10-26
2025-11-02,12,0,0,0,0,0,0,2,0,0,8,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,3,0,5,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,4,0,0,5,0,0,0,0,0,0,0,0,0,4,1,0,3,0,0,2,2,2,0,0,1,0,2,0,0,7,7,0,2,0,0,0,0,0,0,0,5,2,6,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,14,1,0,0,0,0,0,0,0,0,0,5,2,24,0,4,0,1,31,0,13,69,3,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,3,0,1,13,0,1,0,2,0,0,0,0,1,18,5,11,50,0,3,0,0,0,2,0,1,0,0,0,0,25,0,1,27,325,9,46,17,7,18,1,3,25,2,13,11,15,1,1,11,1,2,0,0,0,0,0,1,1,0,0,2,2,6,1,3,2,0,0,0,2,0,1,2,0,2,5,0,7,3,0,1,0,7,1,4,2,0,4,0,43,0,4,0,21,5,37,2,0,1,15,2025-11-02
2025-11-09,4,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,5,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4,2,0,0,0,0,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,11,2,3,1,4,28,0,3,2,8,0,4,1,0,2,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,9,1,1,1,3,0,0,5,1,0,0,3,0,0,1,3,0,3,2,8,46,0,0,0,0,0,1,0,3,0,0,0,0,23,3,7,10,289,17,2,18,2,2,2,1,15,3,8,9,7,0,0,4,1,0,0,3,2,0,0,0,1,4,0,3,0,5,0,2,6,1,1,1,0,0,1,0,0,1,1,0,7,1,2,0,2,3,2,4,0,0,11,0,386,0,6,0,12,4,13,3,0,2,8,2025-11-09
2025-11-16,0,0,0,0,0,0,0,1,0,1,6,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,1,0,5,4,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,2,1,5,0,0,7,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,2,3,2,0,1,1,2,0,4,0,2,1,0,0,1,0,3,4,6,1,2,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,5,2,5,3,0,0,26,0,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,8,0,1,0,1,0,2,6,1,3,0,3,0,0,0,2,2,23,5,11,38,0,1,0,0,0,1,0,0,0,0,0,0,38,1,0,17,326,12,40,16,9,10,8,0,22,2,12,6,12,1,3,11,0,2,0,1,2,0,0,0,5,3,0,2,2,7,0,0,2,2,2,0,1,0,2,0,0,2,6,0,7,1,2,0,0,3,0,0,1,0,0,0,50,0,10,0,26,8,22,2,0,2,13,2025-11-16
2025-11-23,1,0,0,0,0,1,0,0,0,0,8,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,9,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,3,1,0,2,0,2,0,0,0,0,0,0,0,1,0,0,1,2,0,2,0,2,0,0,0,1,0,0,1,6,2,0,3,0,1,1,0,0,2,0,2,2,4,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,3,15,0,5,0,0,36,5,8,1,4,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,6,0,1,4,2,0,1,6,0,4,0,3,0,0,1,2,0,14,8,23,54,2,5,0,0,0,2,0,3,0,0,0,0,15,5,3,27,367,15,9,21,9,7,2,3,19,1,25,5,3,1,0,10,1,3,0,1,0,0,0,0,3,3,0,2,0,9,3,0,3,1,1,0,0,0,1,0,0,2,2,0,10,2,4,0,1,6,0,1,0,0,0,0,434,0,21,0,13,7,23,3,0,2,20,2025-11-23
2025-11-30,0,2,0,0,1,1,0,3,0,0,14,0,0,3,0,1,0,0,1,0,3,0,0,0,2,0,0,0,0,2,0,0,6,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,7,0,1,1,1,2,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,2,0,0,5,6,0,7,1,2,1,0,0,0,0,7,3,8,2,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,4,4,13,3,4,1,1,52,0,3,3,4,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,1,9,0,3,15,0,1,0,4,3,0,1,1,1,17,10,14,67,2,1,0,0,0,0,0,4,0,0,0,0,32,0,3,19,387,10,50,22,4,12,2,1,38,0,18,6,14,2,0,11,1,3,0,3,2,1,0,1,5,6,0,3,0,13,0,0,5,2,4,0,0,0,2,2,0,0,6,0,9,4,3,2,1,9,1,4,2,0,1,0,90,0,17,0,22,6,40,3,0,0,22,2025-11-30
2025-12-07,3,1,0,0,3,0,0,1,0,0,15,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,4,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,66,1,5,1,2,6,0,2,0,0,0,0,0,0,0,5,0,0,2,1,0,1,0,0,0,0,0,3,1,3,1,9,0,1,10,6,3,1,0,0,7,0,10,6,4,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,5,3,10,4,2,2,1,58,0,1,104,12,0,4,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,7,10,0,1,4,9,0,3,25,1,1,0,3,1,0,2,3,4,11,6,4,45,1,2,0,0,0,1,0,3,0,0,1,0,22,7,2,18,357,9,8,25,6,9,3,4,19,1,21,9,10,1,0,11,3,4,0,2,1,4,0,0,9,7,0,5,0,3,0,1,7,3,2,0,0,0,0,0,1,8,3,0,6,0,1,0,2,10,0,4,1,0,5,0,77,0,33,0,16,6,35,4,0,0,16,2025-12-07
